2022-06-22 14:33:06 INFO  [springAppName_IS_UNDEFINED,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$688fbc79] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:08 INFO  [hyp-server-system,,,] main cn.hehe.cloud.server.system.systemApplication No active profile set, falling back to default profiles: default
2022-06-22 14:33:11 INFO  [hyp-server-system,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode!
2022-06-22 14:33:11 INFO  [hyp-server-system,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Bootstrapping Spring Data repositories in DEFAULT mode.
2022-06-22 14:33:11 INFO  [hyp-server-system,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 37ms. Found 0 repository interfaces.
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.cloud.context.scope.GenericScope BeanFactory id=a8d28630-51d7-3d8e-9312-387e4c6cbf20
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$b6042a4d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dynamicDatasourceAnnotationAdvisor' of type [com.baomidou.dynamic.datasource.aop.DynamicDataSourceAnnotationAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration$$EnhancerBySpringCGLIB$$e52381b6] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@1ccc1026' of type [org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$9f82468] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$4c75b97c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:12 INFO  [hyp-server-system,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$688fbc79] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 14:33:13 INFO  [hyp-server-system,,,] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8201 (http)
2022-06-22 14:33:13 INFO  [hyp-server-system,,,] main org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8201"]
2022-06-22 14:33:13 INFO  [hyp-server-system,,,] main org.apache.catalina.core.StandardService Starting service [Tomcat]
2022-06-22 14:33:13 INFO  [hyp-server-system,,,] main org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.21]
2022-06-22 14:33:14 INFO  [hyp-server-system,,,] main org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2022-06-22 14:33:14 INFO  [hyp-server-system,,,] main org.springframework.web.context.ContextLoader Root WebApplicationContext: initialization completed in 5406 ms
2022-06-22 14:33:14 INFO  [hyp-server-system,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-06-22 14:33:14 INFO  [hyp-server-system,,,] main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@47be41c6
2022-06-22 14:33:14 INFO  [hyp-server-system,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 动态数据源-检测到并开启了p6spy
2022-06-22 14:33:14 INFO  [hyp-server-system,,,] main com.zaxxer.hikari.HikariDataSource base - Starting...
2022-06-22 14:33:16 INFO  [hyp-server-system,,,] main com.zaxxer.hikari.HikariDataSource base - Start completed.
2022-06-22 14:33:16 INFO  [hyp-server-system,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 初始共加载 1 个数据源
2022-06-22 14:33:16 INFO  [hyp-server-system,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 动态数据源-加载 base 成功
2022-06-22 14:33:16 INFO  [hyp-server-system,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 当前的默认数据源是单数据源，数据源名为 base
2022-06-22 14:33:18 INFO  [hyp-server-system,,,] main org.springframework.cloud.commons.util.InetUtils Cannot determine local hostname
2022-06-22 14:33:22 INFO  [hyp-server-system,,,] main org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver Exposing 2 endpoint(s) beneath base path '/actuator'
2022-06-22 14:33:23 INFO  [hyp-server-system,,,] main springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2022-06-22 14:33:23 INFO  [hyp-server-system,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-06-22 14:33:23 INFO  [hyp-server-system,,,] main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2022-06-22 14:33:24 INFO  [hyp-server-system,,,] main org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration 

Using generated security password: 216958c0-0bc0-4ab3-9c2a-a98f8f67690b

2022-06-22 14:33:24 INFO  [hyp-server-system,,,] main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@89178b4, org.springframework.security.web.context.SecurityContextPersistenceFilter@28200d43, org.springframework.security.web.header.HeaderWriterFilter@70680f88, org.springframework.security.web.authentication.logout.LogoutFilter@530a46f4, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@2165d4ab, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@38318d67, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3fc2a1d1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5c7d675c, org.springframework.security.web.session.SessionManagementFilter@15ca7322, org.springframework.security.web.access.ExceptionTranslationFilter@757f47f0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@e21d73]
2022-06-22 14:33:26 INFO  [hyp-server-system,,,] main org.springframework.cloud.commons.util.InetUtils Cannot determine local hostname
2022-06-22 14:33:26 INFO  [hyp-server-system,,,] main org.springframework.cloud.netflix.eureka.InstanceInfoFactory Setting initial instance status as: STARTING
2022-06-22 14:33:26 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Initializing Eureka in region us-east-1
2022-06-22 14:33:26 INFO  [hyp-server-system,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON encoding codec LegacyJacksonJson
2022-06-22 14:33:26 INFO  [hyp-server-system,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON decoding codec LegacyJacksonJson
2022-06-22 14:33:26 INFO  [hyp-server-system,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML encoding codec XStreamXml
2022-06-22 14:33:26 INFO  [hyp-server-system,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML decoding codec XStreamXml
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Disable delta property : false
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Force full registry fetch : false
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Application is null : false
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Registered Applications size is zero : true
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Application version is -1: true
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Getting all instance registry info from the eureka server
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient The response status is 200
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.DiscoveryClient Starting heartbeat executor: renew interval is: 20
2022-06-22 14:33:27 INFO  [hyp-server-system,,,] main com.netflix.discovery.InstanceInfoReplicator InstanceInfoReplicator onDemand update allowed rate per min is 4
